,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,Popo_Density_Per_Hector
107,"Census Tract 2609, Baltimore city, Maryland",3139.00,1554.00,517.00,4.90,66.70,2.01,2.68,22.60,9.00,57.10,42.90,3.90,2.60,67.50,1.80,95.50,4.70,20.50,2.10,71.20,4.10,3.90,10.10,22.20,0.00,3.50,4.40,11.50,11.80,121636.00,15.10,1.20,3.50,19.50,64047.00,75292.00,63722.00,89.50,89.50,2.50,1.70,0.00,0.00,1839.00,84.50,0.00,18.90,1839.00,24,510,260900,37.70,4.40,12.20,2.80,1554.00,43.80,874.00,2.19,11.80,12.40,3.10,1.50,19.40,1.80,1848.00,2227.00,6.80,9.90,1.20,1.50,88.90,3139.00,55,2133,0.01752150366358713
108,"Census Tract 2610, Baltimore city, Maryland",2803.00,999.00,506.00,12.40,49.30,2.80,3.78,14.00,0.00,0.00,64.80,14.70,0.80,90.60,1.40,80.00,28.40,5.70,5.40,37.70,23.10,4.90,10.20,3.40,0.00,11.00,4.90,10.50,5.20,70864.00,20.60,9.20,27.00,9.30,32931.00,47917.00,42268.00,40.80,40.80,17.50,37.00,0.00,91.60,1334.00,74.90,6.50,22.20,1334.00,24,510,261000,0.00,0.00,1.20,0.90,999.00,58.20,418.00,2.79,3.40,15.20,23.80,8.30,15.30,1.70,1428.00,1147.00,12.50,12.40,1.20,0.00,55.60,2803.00,31,2503,0.011059579022475919
109,"Census Tract 2701.01, Baltimore city, Maryland",1511.00,575.00,396.00,15.70,31.10,2.63,3.08,7.50,0.00,0.00,0.00,6.70,4.60,89.30,0.00,93.40,4.50,11.10,6.80,47.50,13.80,6.80,2.80,12.70,0.30,3.10,7.10,9.00,4.20,89945.00,21.90,1.40,28.20,5.10,50865.00,62059.00,57019.00,71.10,71.10,4.00,2.00,0.00,9.30,688.00,83.60,2.90,0.00,688.00,24,510,270101,0.90,0.00,0.00,0.00,575.00,81.40,107.00,2.62,1.60,19.70,11.30,18.20,23.30,0.00,1466.00,948.00,6.80,17.30,0.30,1.40,47.50,1511.00,95,540,0.0628722700198544
110,"Census Tract 2719, Baltimore city, Maryland",3815.00,1459.00,880.00,19.70,39.70,2.55,3.40,4.00,40.00,0.00,30.40,8.50,6.70,91.60,0.00,93.60,1.20,5.20,8.80,48.20,22.80,9.60,5.60,7.10,0.00,10.30,13.90,9.50,4.20,99957.00,43.20,3.40,26.10,5.90,50625.00,64549.00,51904.00,68.60,68.60,4.00,6.70,0.00,34.00,1657.00,88.10,2.00,9.00,1657.00,24,510,271900,7.10,0.50,1.30,8.70,1459.00,71.00,423.00,2.74,3.10,24.70,9.00,29.20,21.70,0.00,1577.00,915.00,5.40,28.00,0.00,0.00,24.90,3815.00,139,1354,0.036435124508519004
111,"Census Tract 2720.03, Baltimore city, Maryland",6122.00,2041.00,1370.00,13.40,32.90,2.99,3.78,4.30,0.00,21.40,39.10,4.50,4.80,85.20,1.20,86.80,13.00,2.30,6.80,61.20,13.60,7.00,6.10,12.80,0.70,6.10,5.90,7.90,5.00,86150.00,30.40,0.00,8.50,6.10,36646.00,58854.00,38560.00,68.10,68.10,12.00,8.30,19.80,37.50,2131.00,95.80,0.00,6.50,2131.00,24,510,272003,17.40,0.00,0.00,9.00,2041.00,61.00,797.00,3.42,2.00,15.40,17.00,4.20,11.80,1.00,2061.00,1143.00,7.40,21.70,0.00,0.00,62.40,6122.00,193,914,0.03152564521398236
112,"Census Tract 103, Baltimore city, Maryland",2571.00,1079.00,461.00,2.80,57.30,2.38,2.77,26.30,0.00,0.00,0.00,2.40,2.30,68.50,0.50,87.00,10.70,16.10,1.10,76.40,8.60,4.60,10.40,22.60,0.00,0.70,1.30,13.80,19.40,157351.00,8.20,0.00,1.40,21.30,63498.00,75634.00,64276.00,92.50,92.50,2.00,0.90,4.00,100.00,1219.00,88.50,5.10,6.50,1219.00,24,510,010300,0.70,0.70,0.70,0.00,1079.00,65.20,375.00,2.12,10.30,19.60,3.30,3.70,10.50,9.20,1985.00,2254.00,7.20,6.00,0.40,2.70,92.10,2571.00,67,850,0.026059898872034228
113,"Census Tract 803.01, Baltimore city, Maryland",1696.00,581.00,339.00,31.20,41.70,2.91,3.70,11.60,0.00,0.00,39.40,26.20,1.70,89.30,0.30,95.80,6.00,0.10,22.10,12.10,34.60,16.20,1.70,11.20,0.00,17.40,8.10,7.60,0.90,57326.00,38.40,1.50,46.10,1.50,30712.00,33393.00,38875.00,37.00,37.00,11.30,23.90,59.10,69.60,1026.00,56.60,7.10,4.30,1026.00,24,510,080301,0.40,0.00,2.60,0.00,581.00,47.30,306.00,2.49,2.60,15.80,36.70,6.20,4.70,0.00,769.00,994.00,7.90,19.00,0.00,0.00,2.30,1696.00,26,1133,0.015330188679245283
114,"Census Tract 2604.03, Baltimore city, Maryland",1681.00,698.00,373.00,38.00,46.60,2.41,3.59,1.00,26.00,26.30,19.30,6.90,8.10,94.80,0.00,97.10,2.00,0.80,6.10,25.30,14.10,14.70,5.60,8.10,0.00,4.00,11.50,1.10,0.00,48723.00,23.60,2.30,33.00,0.00,30464.00,54940.00,32216.00,59.30,59.30,2.60,31.40,37.50,44.30,784.00,89.00,0.00,6.10,784.00,24,510,260403,2.40,0.00,5.70,2.70,698.00,18.80,567.00,2.98,7.30,14.60,11.50,45.00,9.90,29.00,1196.00,874.00,9.40,11.70,0.00,0.00,8.40,1681.00,170,738,0.10113027959547888
115,"Census Tract 2302, Baltimore city, Maryland",2044.00,954.00,226.00,5.90,76.30,2.14,2.97,31.30,0.00,33.30,0.00,7.70,2.00,77.90,0.00,88.80,11.40,20.50,1.20,75.60,7.10,7.30,7.60,20.80,0.00,1.40,3.70,12.50,13.00,130157.00,14.90,1.20,5.00,36.30,64906.00,85139.00,60855.00,83.00,83.00,4.70,0.00,0.00,-666666666.00,1081.00,88.30,13.20,4.50,1081.00,24,510,230200,4.30,0.80,5.60,2.00,954.00,48.70,489.00,2.09,5.10,14.20,2.40,5.20,1.50,4.50,2210.00,1806.00,5.60,13.80,0.00,1.70,89.30,2044.00,21,1013,0.010273972602739725
116,"Census Tract 2601.02, Baltimore city, Maryland",4625.00,1613.00,1095.00,23.10,32.10,2.87,3.57,4.30,21.00,0.00,30.80,4.50,4.50,92.00,0.20,95.60,8.90,3.60,8.10,35.90,26.60,9.00,9.40,3.70,0.00,8.00,9.40,11.70,3.20,69484.00,32.20,4.20,22.40,4.70,32422.00,41729.00,48164.00,62.60,62.60,5.30,5.30,0.00,14.70,1975.00,81.70,2.40,11.80,1975.00,24,510,260102,0.60,0.00,1.50,0.00,1613.00,82.10,288.00,2.69,0.60,26.80,17.10,43.90,25.20,0.00,1324.00,1285.00,3.20,18.20,0.00,0.00,11.20,4625.00,145,1634,0.03135135135135135
117,"Census Tract 2603.03, Baltimore city, Maryland",912.00,416.00,180.00,24.50,56.70,2.19,3.17,11.50,24.00,0.00,18.30,10.80,1.50,88.00,0.40,97.10,5.70,7.50,14.20,7.60,41.40,3.60,7.20,16.50,0.00,35.60,11.80,5.50,0.00,54066.00,26.20,7.20,48.80,0.00,28527.00,45179.00,37125.00,33.00,33.00,13.00,30.60,69.20,43.10,468.00,88.90,0.00,10.90,468.00,24,510,260303,22.20,1.30,0.00,6.60,416.00,25.00,312.00,2.32,1.40,33.40,6.70,13.50,20.20,9.60,1688.00,976.00,8.00,14.70,0.00,0.00,26.10,912.00,121,740,0.13267543859649122
118,"Census Tract 2608, Baltimore city, Maryland",2527.00,1026.00,482.00,11.30,53.00,2.46,3.48,11.80,16.00,0.00,0.00,12.80,1.30,87.30,4.40,69.10,45.90,9.30,3.60,27.80,31.60,4.80,4.70,13.80,0.00,5.60,13.90,10.70,3.40,72712.00,23.60,3.30,24.60,4.10,32096.00,40922.00,55192.00,39.30,39.30,31.20,14.50,0.00,65.90,1108.00,92.60,5.30,2.40,1108.00,24,510,260800,7.90,0.00,1.90,2.50,1026.00,41.50,600.00,2.24,4.90,29.00,28.40,28.40,19.20,0.00,1232.00,1116.00,11.10,11.70,0.30,0.20,74.00,2527.00,31,2438,0.01226751088246933
119,"Census Tract 2704.01, Baltimore city, Maryland",5625.00,2068.00,1471.00,26.60,28.90,2.65,3.23,2.40,0.00,0.00,0.00,5.50,7.10,81.80,0.60,97.60,3.60,8.90,3.20,32.50,14.40,5.90,6.90,10.80,0.00,6.70,4.50,14.60,3.80,83316.00,26.10,1.60,18.30,5.30,42258.00,46918.00,51559.00,73.10,73.10,2.00,7.80,0.00,13.00,2224.00,93.00,2.80,12.70,2224.00,24,510,270401,2.90,0.00,1.90,1.80,2068.00,77.70,462.00,2.61,5.00,28.70,8.20,48.10,25.10,0.00,1381.00,1068.00,7.30,11.40,1.90,0.50,34.20,5625.00,145,1813,0.025777777777777778
120,"Census Tract 2804.01, Baltimore city, Maryland",3479.00,1519.00,793.00,18.80,47.80,2.29,3.28,4.10,43.00,0.00,0.00,6.70,4.10,86.70,0.40,92.80,2.20,3.20,6.20,39.50,12.40,15.40,4.40,12.90,0.00,4.70,10.50,9.70,1.80,63495.00,33.90,0.70,22.80,3.40,31129.00,48070.00,31921.00,66.20,66.20,5.30,7.10,0.00,8.70,1650.00,92.10,0.00,3.80,1650.00,24,510,280401,5.00,0.70,0.50,2.60,1519.00,60.80,596.00,2.41,2.60,28.20,8.80,31.30,28.60,0.00,1410.00,859.00,7.70,24.70,2.20,0.00,20.00,3479.00,164,1631,0.04713998275366484
121,"Census Tract 2703.02, Baltimore city, Maryland",1916.00,665.00,488.00,13.40,26.60,2.87,3.14,10.50,0.00,-666666666.00,-666666666.00,5.10,11.20,88.30,0.60,93.10,11.70,13.00,9.20,36.10,17.50,11.40,3.40,5.70,0.00,6.60,5.30,15.60,9.30,104160.00,35.60,2.70,17.60,8.80,41973.00,37500.00,55449.00,63.30,63.30,7.20,7.80,0.00,37.50,745.00,89.30,0.00,0.00,745.00,24,510,270302,0.00,0.00,0.10,0.00,665.00,72.20,185.00,2.91,0.50,32.20,6.90,25.40,37.50,3.50,1582.00,1071.00,5.60,18.30,0.00,0.00,51.60,1916.00,51,447,0.02661795407098121
122,"Census Tract 2707.02, Baltimore city, Maryland",1955.00,902.00,501.00,25.90,44.50,2.17,2.69,10.60,15.00,-666666666.00,-666666666.00,7.80,10.10,84.20,0.20,89.20,5.10,3.40,8.60,29.00,22.50,10.80,2.30,6.70,0.00,3.40,6.30,10.50,2.90,70146.00,19.80,1.90,13.20,2.80,38413.00,44886.00,42230.00,72.60,72.60,5.20,3.60,0.00,4.10,1102.00,81.90,6.20,5.00,1102.00,24,510,270702,0.00,0.00,5.20,3.20,902.00,43.60,509.00,2.34,9.90,29.80,3.80,29.50,31.00,1.30,1535.00,1050.00,6.90,16.40,2.90,0.00,32.90,1955.00,84,1165,0.04296675191815857
123,"Census Tract 2709.03, Baltimore city, Maryland",4810.00,1218.00,691.00,11.10,43.30,2.18,2.97,3.10,23.00,-666666666.00,-666666666.00,2.80,8.60,83.40,0.30,89.50,12.50,3.20,8.70,31.60,26.70,10.60,6.10,12.90,0.20,10.80,10.60,5.00,2.90,66865.00,35.00,2.00,13.70,5.10,25647.00,44757.00,53255.00,75.00,75.00,5.70,6.10,0.00,0.00,1460.00,83.40,3.50,7.30,1460.00,24,510,270903,0.00,0.00,0.00,0.00,1218.00,55.90,537.00,2.11,3.70,27.40,3.20,26.00,39.20,0.00,1487.00,1122.00,2.70,12.00,1.90,0.10,22.50,4810.00,108,1214,0.022453222453222454
124,"Census Tract 2711.01, Baltimore city, Maryland",2001.00,877.00,359.00,11.20,59.10,2.19,3.23,12.60,0.00,0.00,40.00,5.90,7.90,81.20,0.20,86.10,18.80,9.60,6.50,63.00,13.10,8.10,3.60,13.80,0.00,13.70,3.00,10.50,6.80,102748.00,29.00,5.40,22.90,13.10,40149.00,65625.00,62417.00,71.70,71.70,5.90,8.40,0.00,57.10,950.00,92.30,6.40,3.00,950.00,24,510,271101,18.10,0.00,9.50,6.20,877.00,41.70,511.00,2.55,4.30,26.90,2.50,13.10,10.10,9.60,2014.00,1106.00,4.80,18.50,1.00,1.10,55.30,2001.00,101,347,0.050474762618690654
125,"Census Tract 2718.01, Baltimore city, Maryland",2902.00,1232.00,497.00,19.40,59.70,2.33,3.78,8.90,57.00,0.00,24.50,9.50,5.10,90.50,0.60,85.40,4.60,1.10,19.10,19.10,32.50,8.20,5.10,5.70,0.00,17.90,14.60,9.20,3.20,56693.00,43.70,5.40,35.30,0.00,27925.00,40461.00,33625.00,42.20,42.20,13.70,21.70,0.00,55.90,1642.00,75.00,0.00,8.30,1642.00,24,510,271801,16.20,0.00,1.90,5.20,1232.00,53.70,571.00,2.52,3.40,19.00,78.20,9.80,1.70,0.00,908.00,652.00,7.80,29.70,0.80,0.00,3.00,2902.00,55,1749,0.018952446588559616
126,"Census Tract 1101, Baltimore city, Maryland",3141.00,1999.00,322.00,1.90,83.90,1.52,2.06,23.10,0.00,-666666666.00,-666666666.00,1.20,3.60,70.00,1.40,73.50,23.30,13.80,1.50,67.40,5.80,10.50,3.80,23.30,0.00,6.90,8.10,12.60,2.70,69553.00,6.60,1.80,4.70,5.90,46696.00,60503.00,42101.00,90.30,90.30,5.30,0.00,0.00,0.00,2317.00,86.30,4.80,8.50,2317.00,24,510,110100,50.20,1.80,15.10,22.90,1999.00,15.80,1683.00,1.66,18.20,12.10,3.20,5.40,39.60,5.10,1824.00,1261.00,1.00,6.70,2.20,0.40,61.40,3141.00,31,2294,0.009869468322190385
127,"Census Tract 903, Baltimore city, Maryland",4442.00,1882.00,882.00,17.80,53.10,2.36,3.26,12.60,44.00,9.00,27.70,9.40,5.50,83.30,0.80,91.40,7.50,2.90,13.40,53.20,19.80,6.20,5.40,9.00,0.00,16.00,10.10,17.50,1.30,69941.00,46.10,7.40,29.90,1.70,34228.00,44863.00,56389.00,54.70,54.70,8.70,17.50,0.00,47.70,2128.00,88.40,5.90,3.70,2128.00,24,510,090300,18.60,0.60,2.10,0.20,1882.00,49.10,957.00,2.31,3.70,36.90,11.00,25.30,36.00,4.00,1218.00,1009.00,5.50,22.10,0.90,0.20,23.80,4442.00,79,1963,0.017784781629896444
128,"Census Tract 1003, Baltimore city, Maryland",3676.00,0.00,0.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,112.00,-666666666.00,-666666666.00,33.50,1.50,33.70,0.20,95.60,3.30,3.20,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,10754.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,0.00,-666666666.00,-666666666.00,-666666666.00,0.00,24,510,100300,-666666666.00,-666666666.00,-666666666.00,-666666666.00,0.00,-666666666.00,0.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,-666666666.00,0.00,1.90,1.00,0.00,19.80,3676.00,15,197,0.004080522306855278
129,"Census Tract 2602.01, Baltimore city, Maryland",5699.00,2307.00,1154.00,14.10,50.00,2.36,3.58,2.70,68.00,0.00,4.60,6.20,6.20,89.30,0.40,72.10,28.40,2.70,2.40,27.70,20.20,21.90,2.30,7.00,0.00,13.40,12.10,7.70,0.00,52743.00,17.50,4.50,25.70,0.00,28073.00,30808.00,40390.00,52.50,52.50,9.00,7.50,27.10,0.00,2498.00,92.40,0.00,8.70,2498.00,24,510,260201,2.40,0.00,7.70,5.60,2307.00,30.30,1609.00,2.46,0.70,21.20,21.60,35.80,21.30,0.00,1328.00,905.00,7.30,12.90,0.00,0.00,14.30,5699.00,163,2448,0.0286015090366731
130,"Census Tract 2604.01, Baltimore city, Maryland",3710.00,1283.00,768.00,21.10,40.10,2.89,3.91,5.10,203.00,0.00,6.20,14.00,1.40,64.40,1.30,77.90,29.60,9.30,13.00,17.80,15.60,25.60,1.50,7.40,0.00,16.90,8.30,8.50,1.20,49920.00,22.80,7.40,37.20,2.10,29608.00,40441.00,32813.00,30.90,30.90,11.20,18.00,0.00,39.70,1334.00,96.20,3.60,0.00,1334.00,24,510,260401,0.00,0.00,0.00,0.00,1283.00,54.20,588.00,2.84,7.20,27.20,17.30,2.70,0.00,1.60,600.00,638.00,13.20,12.50,4.20,0.30,75.50,3710.00,134,1147,0.03611859838274933
131,"Census Tract 2703.01, Baltimore city, Maryland",3173.00,1147.00,657.00,8.50,42.70,2.62,3.39,9.70,36.00,0.00,0.00,6.20,5.30,91.40,0.70,92.40,4.80,7.90,5.80,30.40,24.70,2.90,8.00,10.60,0.00,6.10,5.60,14.40,3.90,83343.00,36.10,3.70,9.70,5.30,33404.00,41278.00,47647.00,63.80,63.80,7.90,8.80,0.00,0.00,1282.00,89.50,6.90,8.90,1282.00,24,510,270301,0.00,0.00,0.00,0.00,1147.00,80.50,224.00,2.31,3.70,28.70,0.00,23.80,33.20,0.00,1488.00,1261.00,4.70,19.70,0.00,0.60,35.60,3173.00,113,952,0.03561298455720139
132,"Census Tract 2708.02, Baltimore city, Maryland",5205.00,2172.00,1209.00,34.80,44.30,2.39,3.23,6.40,34.00,0.00,30.30,7.10,5.50,94.80,0.00,88.80,13.00,0.30,9.30,24.50,36.70,11.90,3.50,9.50,0.00,10.00,8.30,13.60,1.00,55814.00,36.00,0.00,19.80,1.80,31048.00,40380.00,32493.00,56.20,56.20,7.70,8.70,36.80,21.70,2241.00,96.90,0.00,0.00,2241.00,24,510,270802,0.60,0.00,0.00,0.90,2172.00,39.00,1326.00,2.20,3.00,15.70,27.00,34.20,21.00,0.00,1325.00,956.00,6.90,18.90,0.00,0.00,4.60,5205.00,109,1774,0.020941402497598464
133,"Census Tract 2708.04, Baltimore city, Maryland",3109.00,1444.00,636.00,15.70,56.00,2.14,3.14,9.20,0.00,0.00,0.00,3.70,6.10,83.30,1.70,80.30,20.80,6.00,6.40,43.60,23.30,5.70,7.00,14.80,0.00,9.30,11.30,16.80,3.30,94150.00,24.90,1.20,13.40,5.00,40026.00,41413.00,50074.00,70.60,70.60,14.10,2.70,0.00,11.00,1563.00,92.40,0.00,2.60,1563.00,24,510,270804,11.30,0.00,1.00,1.10,1444.00,42.60,829.00,1.99,4.00,31.00,2.30,9.40,29.10,1.00,1703.00,1045.00,2.90,16.30,0.00,1.00,49.50,3109.00,72,690,0.023158571888066904
134,"Census Tract 2708.05, Baltimore city, Maryland",5312.00,1834.00,1257.00,25.40,31.50,2.88,3.56,4.50,53.00,0.00,20.50,6.80,8.90,94.60,0.00,94.00,4.40,2.60,14.60,42.00,14.90,9.40,5.30,7.80,0.00,6.80,12.90,10.70,2.80,72795.00,37.10,10.20,20.30,4.10,34043.00,51277.00,40786.00,61.70,61.70,9.60,8.60,0.00,34.00,2253.00,81.40,1.20,14.70,2253.00,24,510,270805,0.40,0.00,0.00,0.00,1834.00,74.70,464.00,2.75,2.30,27.00,12.80,30.70,26.40,1.10,1170.00,958.00,7.40,20.20,1.90,0.10,13.10,5312.00,124,2091,0.023343373493975902
135,"Census Tract 2711.02, Baltimore city, Maryland",4505.00,442.00,322.00,7.20,27.10,2.62,3.04,4.90,0.00,0.00,0.00,0.00,4.30,87.80,0.50,89.80,16.20,14.90,3.30,60.90,14.80,6.90,5.80,10.30,0.20,0.90,1.10,1.80,51.60,288941.00,38.90,0.00,0.00,62.40,6492.00,154750.00,70750.00,93.30,93.30,3.30,1.60,0.00,50.00,519.00,85.20,0.00,100.00,519.00,24,510,271102,0.00,0.00,0.00,0.00,442.00,100.00,0.00,2.62,2.30,23.10,0.00,2.70,1.80,43.70,3894.00,-666666666.00,0.70,6.80,4.00,2.20,70.50,4505.00,122,329,0.027081021087680356
136,"Census Tract 2718.02, Baltimore city, Maryland",2567.00,913.00,573.00,39.10,37.20,2.81,3.48,9.20,125.00,7.50,21.30,14.20,3.30,83.90,0.00,97.30,1.00,0.00,8.50,28.80,33.60,6.10,0.80,13.60,0.00,14.80,17.70,3.80,0.50,35763.00,32.40,9.40,41.40,0.90,20959.00,29855.00,23015.00,32.20,32.20,17.00,30.20,39.80,33.80,1345.00,67.90,0.00,7.10,1345.00,24,510,271802,1.00,0.00,1.00,2.60,913.00,41.00,539.00,2.26,2.80,17.40,45.50,12.00,1.90,0.00,792.00,952.00,9.20,20.40,0.40,0.00,1.60,2567.00,53,1703,0.020646669263731984
137,"Census Tract 2801.01, Baltimore city, Maryland",3869.00,1303.00,835.00,28.30,35.90,2.95,3.71,7.20,38.00,0.00,26.30,5.00,9.70,80.20,0.40,89.20,7.30,0.60,11.50,36.20,21.20,15.80,2.50,4.50,0.00,14.50,6.30,14.70,6.10,62189.00,32.50,12.30,32.90,3.00,33529.00,48804.00,37778.00,50.30,50.30,9.60,27.90,26.70,54.50,1452.00,89.70,2.90,2.90,1452.00,24,510,280101,2.30,0.00,0.00,0.80,1303.00,48.10,676.00,2.62,6.90,29.00,25.70,40.80,10.80,0.00,1217.00,1198.00,7.30,12.60,0.00,0.00,6.90,3869.00,140,3426,0.036185060739209095
138,"Census Tract 2804.02, Baltimore city, Maryland",1634.00,604.00,391.00,34.80,35.30,2.70,3.41,5.20,0.00,0.00,31.70,10.70,9.50,79.50,0.00,97.20,0.80,0.00,13.10,20.20,33.40,20.20,1.50,13.70,0.00,13.10,10.10,11.30,0.00,61150.00,39.70,4.80,20.70,0.00,29010.00,34450.00,32328.00,66.90,66.90,4.80,10.50,0.00,22.50,700.00,86.30,0.00,0.00,700.00,24,510,280402,0.00,0.00,0.00,0.00,604.00,73.80,158.00,2.49,0.80,16.70,23.10,59.40,8.70,0.00,1254.00,1604.00,4.30,25.30,0.10,0.00,0.20,1634.00,56,472,0.03427172582619339
139,"Census Tract 2804.03, Baltimore city, Maryland",5264.00,2140.00,1052.00,22.70,50.80,2.40,3.61,4.70,0.00,0.00,0.00,6.40,4.60,80.60,0.70,97.10,3.10,2.90,6.80,30.10,30.20,5.20,1.80,16.80,0.00,5.80,7.00,15.30,6.90,86401.00,25.40,3.30,14.00,12.60,40635.00,62941.00,46263.00,71.50,71.50,0.90,8.70,35.50,22.80,2338.00,91.50,0.00,8.50,2338.00,24,510,280403,4.10,0.00,0.00,2.20,2140.00,41.20,1259.00,2.62,0.90,18.30,11.80,11.50,12.40,3.00,1618.00,1114.00,9.70,16.20,0.40,0.00,25.60,5264.00,183,1527,0.034764437689969604
140,"Census Tract 2713, Baltimore city, Maryland",2575.00,1061.00,686.00,1.10,35.30,2.36,2.95,4.10,0.00,0.00,50.00,1.10,5.10,79.70,1.30,88.20,7.10,15.00,0.70,76.20,7.70,2.20,15.20,17.60,0.00,0.80,0.90,7.40,38.50,209005.00,29.10,0.00,0.90,56.30,79290.00,107554.00,96111.00,94.20,94.20,3.20,0.00,0.00,0.00,1154.00,91.90,0.00,8.70,1154.00,24,510,271300,19.90,0.80,1.90,0.80,1061.00,68.50,334.00,2.65,4.40,17.40,1.50,0.00,1.20,53.20,3186.00,1324.00,5.80,24.10,0.00,0.70,87.40,2575.00,286,480,0.11106796116504854
141,"Census Tract 2501.03, Baltimore city, Maryland",3411.00,1554.00,641.00,16.50,58.80,2.00,3.07,7.40,0.00,0.00,23.80,21.40,3.90,88.70,0.40,94.20,7.30,14.00,6.30,33.90,24.40,7.10,2.50,11.40,0.00,13.40,15.80,7.40,1.20,60640.00,39.60,4.40,21.00,1.90,37636.00,53766.00,38893.00,57.50,57.50,5.60,9.80,0.00,13.30,1784.00,87.10,3.50,9.80,1784.00,24,510,250103,23.40,0.00,4.70,1.80,1554.00,47.60,815.00,2.43,4.00,35.20,18.50,31.30,31.10,0.90,1551.00,679.00,3.20,25.60,0.20,0.00,59.50,3411.00,258,1803,0.07563764291996482
142,"Census Tract 2801.02, Baltimore city, Maryland",6177.00,2423.00,1300.00,32.20,46.30,2.43,3.39,6.10,63.00,29.80,0.00,4.00,2.80,95.30,0.00,99.20,0.70,0.50,10.20,33.50,15.30,7.90,10.20,3.90,0.00,11.30,6.10,11.00,0.00,55455.00,42.30,3.60,16.50,0.00,36074.00,46440.00,48737.00,62.80,62.80,5.50,9.50,0.00,29.80,2834.00,85.50,3.60,11.60,2834.00,24,510,280102,6.50,2.80,0.70,2.20,2423.00,63.40,888.00,2.73,0.30,30.10,13.00,38.10,26.30,0.00,1305.00,967.00,6.50,28.60,0.00,0.00,2.60,6177.00,349,2648,0.05649991905455723
143,"Census Tract 2008, Baltimore city, Maryland",2128.00,790.00,468.00,35.10,40.80,2.65,3.51,6.20,0.00,0.00,0.00,12.50,5.70,89.40,0.00,93.40,3.00,2.20,9.70,30.60,25.40,17.40,2.30,12.30,0.00,17.80,10.30,14.70,1.60,56016.00,32.00,4.30,37.20,2.80,31574.00,47742.00,36125.00,41.60,41.60,9.20,23.30,0.00,40.20,1048.00,75.40,4.90,15.60,1048.00,24,510,200800,7.10,0.00,0.60,5.20,790.00,56.70,342.00,2.70,3.90,25.90,48.90,21.00,11.40,1.60,1308.00,826.00,2.10,16.40,0.70,0.00,9.40,2128.00,106,1586,0.04981203007518797
